BoardName;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;Ticker
CERNER CORP (De-listed 06/2022);01/12/2018;Nominating Governance and Public Policy;Doctor Bill Neaves;Member;Chairman(1);Independent Director;Yes;Doctor Bill Neaves departed in 18 May 2018;6375;Yes;181366;CRE
CERNER CORP (De-listed 06/2022);01/12/2018;Nominating Governance and Public Policy;Doctor Bill Neaves;Member;Chairman(1);Independent Director;Yes;Doctor Bill Neaves departed in 18 May 2018;6375;Yes;181366;CERN
CERNER CORP (De-listed 06/2022);01/12/2018;Nominating Governance and Public Policy;Doctor Bill Neaves;Member;President/CEO(1);Independent Director;Yes;Doctor Bill Neaves departed in 18 May 2018;6375;Yes;181366;CRE
CERNER CORP (De-listed 06/2022);01/12/2018;Nominating Governance and Public Policy;Doctor Bill Neaves;Member;President/CEO(1);Independent Director;Yes;Doctor Bill Neaves departed in 18 May 2018;6375;Yes;181366;CERN
CERNER CORP (De-listed 06/2022);01/12/2018;Compensation;Doctor Denis Cortese;Member;;Independent Director;Yes;Doctor Denis Cortese joined this role in 27 May 2011;6375;Yes;988164;CRE
CERNER CORP (De-listed 06/2022);01/12/2018;Compensation;Doctor Denis Cortese;Member;;Independent Director;Yes;Doctor Denis Cortese joined this role in 27 May 2011;6375;Yes;988164;CERN
CERNER CORP (De-listed 06/2022);01/12/2018;Nominating Governance and Public Policy;Doctor Denis Cortese;Member;CEO(1);Independent Director;Yes;Doctor Denis Cortese joined this role in 18 May 2012;6375;Yes;988164;CRE
CERNER CORP (De-listed 06/2022);01/12/2018;Nominating Governance and Public Policy;Doctor Denis Cortese;Member;CEO(1);Independent Director;Yes;Doctor Denis Cortese joined this role in 18 May 2012;6375;Yes;988164;CERN
CERNER CORP (De-listed 06/2022);01/12/2018;Nominating Governance and Public Policy;Doctor Denis Cortese;Member;Chairman/President/CEO(1);Independent Director;Yes;Doctor Denis Cortese joined this role in 18 May 2012;6375;Yes;988164;CRE
CERNER CORP (De-listed 06/2022);01/12/2018;Nominating Governance and Public Policy;Doctor Denis Cortese;Member;Chairman/President/CEO(1);Independent Director;Yes;Doctor Denis Cortese joined this role in 18 May 2012;6375;Yes;988164;CERN
CERNER CORP (De-listed 06/2022);01/12/2018;Audit;Doctor Julie Gerberding;Member;;Independent Director;Yes;Doctor Julie Gerberding departed in 18 May 2018;6375;Yes;1068588;CRE
CERNER CORP (De-listed 06/2022);01/12/2018;Audit;Doctor Julie Gerberding;Member;;Independent Director;Yes;Doctor Julie Gerberding departed in 18 May 2018;6375;Yes;1068588;CERN
CERNER CORP (De-listed 06/2022);01/12/2018;Compensation;Doctor Julie Gerberding;Member;;Independent Director;Yes;Doctor Julie Gerberding joined this role in 03 Mar 2017;6375;Yes;1068588;CRE
CERNER CORP (De-listed 06/2022);01/12/2018;Compensation;Doctor Julie Gerberding;Member;;Independent Director;Yes;Doctor Julie Gerberding joined this role in 03 Mar 2017;6375;Yes;1068588;CERN
CERNER CORP (De-listed 06/2022);01/12/2018;Nominating Governance and Public Policy;Doctor Julie Gerberding;Member;;Independent Director;Yes;Doctor Julie Gerberding joined this role in 03 Mar 2017;6375;Yes;1068588;CRE
CERNER CORP (De-listed 06/2022);01/12/2018;Nominating Governance and Public Policy;Doctor Julie Gerberding;Member;;Independent Director;Yes;Doctor Julie Gerberding joined this role in 03 Mar 2017;6375;Yes;1068588;CERN
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Executive;Keith Hughes;Member;;Lead Independent Director;Yes;Keith Hughes joined this role in 31 May 2017;6382;Yes;32472;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Risk;Keith Hughes;Member;;Lead Independent Director;Yes;Keith Hughes joined this role in 27 May 2015;6382;Yes;32472;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Compensation;Keith Hughes;Chairman;;Lead Independent Director;Yes;Keith Hughes joined this role in 31 May 2017;6382;Yes;32472;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Audit;Louise Parent;Member;;Independent Director;Yes;Louise Parent joined this role in 01 Feb 2018;6382;Yes;33691;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Corporate Governance and Nominating;Louise Parent;Member;;Independent Director;Yes;Louise Parent joined this role in 01 Feb 2018;6382;Yes;33691;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Risk;Les Muma;Member;;Independent Director;Yes;Les Muma joined this role in 18 Dec 2013;6382;Yes;52742;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Corporate Governance and Nominating;Les Muma;Member;President/CEO(2);Independent Director;Yes;Les Muma joined this role in 31 May 2017;6382;Yes;52742;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Compensation;Tom Hagerty;Member;;Independent Director;Yes;Tom Hagerty departed in 30 May 2018;6382;Yes;60742;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Audit;David Hunt;Chairman / Financial Expert;;Independent Director;Yes;David Hunt joined this role in 29 Jun 2001;6382;Yes;90422;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Executive;David Hunt;Member;;Independent Director;Yes;David Hunt joined this role in 31 May 2017;6382;Yes;90422;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Compensation;David Hunt;Member;;Independent Director;Yes;David Hunt joined this role in 29 May 2008;6382;Yes;90422;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Executive;Steve James;Member;;Independent Director;Yes;Steve James joined this role in 30 May 2018;6382;Yes;142086;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Risk;Steve James;Chairman;;Independent Director;Yes;Steve James joined this role in 21 Jan 2013;6382;Yes;142086;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Corporate Governance and Nominating;Steve James;Member;Deputy Chairman/COO(1);Independent Director;Yes;Steve James joined this role in 31 May 2017;6382;Yes;142086;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Executive;Frank Martire Jr;Chairman;;Chairman;Yes;Frank Martire Jr departed in 30 May 2018;6382;Yes;332915;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Executive;Gary Norcross;Chairman;;Chairman/President/CEO;Yes;Gary Norcross joined this role in 30 May 2018;6382;No;516521;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Audit;Ellen Alemany;Financial Expert;;Independent Director;Yes;Ellen Alemany joined this role in Jan 2017;6382;Yes;532912;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Executive;Ellen Alemany;Member;;Independent Director;Yes;Ellen Alemany joined this role in 31 May 2017;6382;Yes;532912;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Corporate Governance and Nominating;Ellen Alemany;Chairwoman;CEO(3);Independent Director;Yes;Ellen Alemany joined this role in 31 May 2017;6382;Yes;532912;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Corporate Governance and Nominating;Ellen Alemany;Chairwoman;Chairman(1);Independent Director;Yes;Ellen Alemany joined this role in 31 May 2017;6382;Yes;532912;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Corporate Governance and Nominating;Ellen Alemany;Chairwoman;Chairman/CEO(1);Independent Director;Yes;Ellen Alemany joined this role in 31 May 2017;6382;Yes;532912;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Corporate Governance and Nominating;Ellen Alemany;Chairwoman;Division CEO(1);Independent Director;Yes;Ellen Alemany joined this role in 31 May 2017;6382;Yes;532912;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Corporate Governance and Nominating;Ellen Alemany;Chairwoman;Division Chairman/CEO(1);Independent Director;Yes;Ellen Alemany joined this role in 31 May 2017;6382;Yes;532912;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Corporate Governance and Nominating;Ellen Alemany;Chairwoman;President/CEO(2);Independent Director;Yes;Ellen Alemany joined this role in 31 May 2017;6382;Yes;532912;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Audit;Jim Stallings Jr;Financial Expert;;Independent Director;Yes;Jim Stallings Jr joined this role in 27 May 2015;6382;Yes;878340;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Executive;Jim Stallings Jr;Member;;Independent Director;Yes;Jim Stallings Jr departed in 30 May 2018;6382;Yes;878340;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Risk;Jim Stallings Jr;Member;;Independent Director;Yes;Jim Stallings Jr departed in 2018;6382;Yes;878340;FIS
FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006);01/12/2018;Compensation;Jim Stallings Jr;Member;;Independent Director;Yes;Jim Stallings Jr joined this role in 2018;6382;Yes;878340;FIS
CH ROBINSON WORLDWIDE INC;01/12/2018;Audit;Jim Stake;Chair/Financial Expert;;Independent Director;Yes;Jim Stake joined this role in 12 May 2016;6438;Yes;35459;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Compensation;Jim Stake;Member;;Independent Director;Yes;Jim Stake joined this role in 01 Apr 2009;6438;Yes;35459;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Audit;Robert Ezrilov;Financial Expert;;Independent Director;Yes;Robert Ezrilov departed in 30 Sep 2018;6438;Yes;66777;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Compensation;Robert Ezrilov;Member;;Independent Director;Yes;Robert Ezrilov departed in 30 Sep 2018;6438;Yes;66777;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Governance;Wayne Fortun;Member;;Independent Director;Yes;Wayne Fortun joined this role in 07 May 2015;6438;Yes;67222;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Compensation;Wayne Fortun;Chairman;;Independent Director;Yes;Wayne Fortun joined this role in 20 May 2004;6438;Yes;67222;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Audit;Brian Short;Financial Expert;;Independent Director;Yes;Brian Short joined this role in 06 May 2003;6438;Yes;67492;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Governance;Brian Short;Member;;Independent Director;Yes;Brian Short joined this role in 15 May 2008;6438;Yes;67492;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Governance;Mary Guilfoile;Member;;Independent Director;Yes;Mary Guilfoile joined this role in 01 Oct 2012;6438;Yes;160075;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Compensation;Mary Guilfoile;Member;;Independent Director;Yes;Mary Guilfoile joined this role in 11 May 2017;6438;Yes;160075;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Audit;Tim Gokey;Financial Expert;;Independent Director;Yes;Tim Gokey joined this role in 17 Oct 2017;6438;Yes;457517;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Governance;Tim Gokey;Member;;Independent Director;Yes;Tim Gokey departed in 10 May 2018;6438;Yes;457517;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Compensation;Tim Gokey;Member;;Independent Director;Yes;Tim Gokey joined this role in 10 May 2018;6438;Yes;457517;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Governance;Jodee Kozlak;Member;;Independent Director;Yes;Jodee Kozlak joined this role in 07 May 2015;6438;Yes;487236;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Compensation;Jodee Kozlak;Member;;Independent Director;Yes;Jodee Kozlak joined this role in 07 Feb 2013;6438;Yes;487236;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Audit;Scott Anderson;Financial Expert;;Independent Director;Yes;Scott Anderson joined this role in 11 May 2017;6438;Yes;499582;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Governance;Scott Anderson;Chairman;;Independent Director;Yes;Scott Anderson joined this role in 07 May 2015;6438;Yes;499582;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Audit;Paula Tolliver;Financial Expert;;Independent Director;Yes;Paula Tolliver joined this role in 06 Dec 2018;6438;Yes;1464127;CHRW
CH ROBINSON WORLDWIDE INC;01/12/2018;Compensation;Paula Tolliver;Member;;Independent Director;Yes;Paula Tolliver joined this role in 06 Dec 2018;6438;Yes;1464127;CHRW
CHEVRON CORP;01/12/2018;Public Policy;Rick Hernandez Jr;Member;;Independent Director;Yes;Rick Hernandez Jr joined this role in 29 May 2013;6627;Yes;34425;CVX
CHEVRON CORP;01/12/2018;Management Compensation;Rick Hernandez Jr;Chairman;;Independent Director;Yes;Rick Hernandez Jr joined this role in 26 May 2015;6627;Yes;34425;CVX
CHEVRON CORP;01/12/2018;Management Compensation;Doctor Ron Sugar;Member;;Lead Independent Director;Yes;Doctor Ron Sugar joined this role in 26 May 2015;6627;Yes;38686;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Doctor Ron Sugar;Chairman;Chairman/CEO(1);Lead Independent Director;Yes;Doctor Ron Sugar joined this role in 26 May 2015;6627;Yes;38686;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Doctor Ron Sugar;Chairman;Chairman/President/CEO(1);Lead Independent Director;Yes;Doctor Ron Sugar joined this role in 26 May 2015;6627;Yes;38686;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Doctor Ron Sugar;Chairman;Independent Chairman(1);Lead Independent Director;Yes;Doctor Ron Sugar joined this role in 26 May 2015;6627;Yes;38686;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Doctor Ron Sugar;Chairman;President/CEO(1);Lead Independent Director;Yes;Doctor Ron Sugar joined this role in 26 May 2015;6627;Yes;38686;CVX
CHEVRON CORP;01/12/2018;Public Policy;Ambassador Linnet Deily;Chairwoman;;Independent Director;Yes;Ambassador Linnet Deily departed in 30 May 2018;6627;Yes;45081;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Ambassador Linnet Deily;Member;Chairman/President/CEO(1);Independent Director;Yes;Ambassador Linnet Deily departed in 30 May 2018;6627;Yes;45081;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Ambassador Linnet Deily;Member;President/CEO(1);Independent Director;Yes;Ambassador Linnet Deily departed in 30 May 2018;6627;Yes;45081;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Ambassador Linnet Deily;Member;Vice Chairman(1);Independent Director;Yes;Ambassador Linnet Deily departed in 30 May 2018;6627;Yes;45081;CVX
CHEVRON CORP;01/12/2018;Public Policy;Debbie Reed-Klages;Member;;Independent Director;Yes;Debbie Reed-Klages joined this role in 05 Dec 2018;6627;Yes;47031;CVX
CHEVRON CORP;01/12/2018;Management Compensation;Debbie Reed-Klages;Member;;Independent Director;Yes;Debbie Reed-Klages joined this role in 05 Dec 2018;6627;Yes;47031;CVX
CHEVRON CORP;01/12/2018;Audit;Wick Moorman IV;Chairman / Financial Expert;;Independent Director;Yes;Wick Moorman IV joined this role in 26 May 2015;6627;Yes;48601;CVX
CHEVRON CORP;01/12/2018;Audit;Bob Denham;Financial Expert;;Independent Director;Yes;Bob Denham departed in 30 May 2018;6627;Yes;53921;CVX
CHEVRON CORP;01/12/2018;Management Compensation;Bob Denham;Member;;Independent Director;Yes;Bob Denham departed in 30 May 2018;6627;Yes;53921;CVX
CHEVRON CORP;01/12/2018;Audit;Inge Thulin;Financial Expert;;Independent Director;Yes;Inge Thulin joined this role in 30 May 2018;6627;Yes;534445;CVX
CHEVRON CORP;01/12/2018;Management Compensation;Inge Thulin;Member;;Independent Director;Yes;Inge Thulin departed in 30 May 2018;6627;Yes;534445;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Inge Thulin;Member;Chairman (Executive)(1);Independent Director;Yes;Inge Thulin departed in 30 May 2018;6627;Yes;534445;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Inge Thulin;Member;Chairman/President/CEO(1);Independent Director;Yes;Inge Thulin departed in 30 May 2018;6627;Yes;534445;CVX
CHEVRON CORP;01/12/2018;Audit;Doctor Dambisa Moyo;Financial Expert;;Independent Director;Yes;Doctor Dambisa Moyo joined this role in 11 Oct 2016;6627;Yes;885046;CVX
CHEVRON CORP;01/12/2018;Audit;John Frank;Financial Expert;;Independent Director;Yes;John Frank joined this role in 02 Nov 2017;6627;Yes;1043873;CVX
CHEVRON CORP;01/12/2018;Management Compensation;Jim Umpleby III;Member;;Independent Director;Yes;Jim Umpleby III joined this role in 01 Mar 2018;6627;Yes;1079119;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Jim Umpleby III;Member;CEO(1);Independent Director;Yes;Jim Umpleby III joined this role in 01 Mar 2018;6627;Yes;1079119;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Jim Umpleby III;Member;Chairman/CEO(1);Independent Director;Yes;Jim Umpleby III joined this role in 01 Mar 2018;6627;Yes;1079119;CVX
CHEVRON CORP;01/12/2018;Public Policy;Doctor Wanda Austin;Chairman;;Independent Director;Yes;Doctor Wanda Austin joined this role in 30 May 2018;6627;Yes;1085829;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Doctor Wanda Austin;Member;CEO(1);Independent Director;Yes;Doctor Wanda Austin joined this role in 01 Dec 2016;6627;Yes;1085829;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Doctor Wanda Austin;Member;President/CEO(1);Independent Director;Yes;Doctor Wanda Austin joined this role in 01 Dec 2016;6627;Yes;1085829;CVX
CHEVRON CORP;01/12/2018;Public Policy;Doctor Alice Gast;Member;;Independent Director;Yes;Doctor Alice Gast joined this role in 25 May 2016;6627;Yes;1271337;CVX
CHEVRON CORP;01/12/2018;Board Nominating and Governance;Doctor Alice Gast;Member;;Independent Director;Yes;Doctor Alice Gast joined this role in 25 May 2016;6627;Yes;1271337;CVX
THE CIGNA GROUP (Cigna Corp prior to 02/2023);01/12/2018;Audit;Doctor Jane Henney;Member;;Independent Director;Yes;Doctor Jane Henney departed in 25 Apr 2018;6837;Yes;14666;CI
THE CIGNA GROUP (Cigna Corp prior to 02/2023);01/12/2018;Executive;Doctor Jane Henney;Member;;Independent Director;Yes;Doctor Jane Henney departed in 25 Apr 2018;6837;Yes;14666;CI
THE CIGNA GROUP (Cigna Corp prior to 02/2023);01/12/2018;Corporate Governance;Doctor Jane Henney;Chairman;;Independent Director;Yes;Doctor Jane Henney departed in 25 Apr 2018;6837;Yes;14666;CI
THE CIGNA GROUP (Cigna Corp prior to 02/2023);01/12/2018;Audit;Jim Rogers Jr;Financial Expert;;Independent Director;Yes;Jim Rogers Jr died on 17 Dec 2018;6837;Yes;34213;CI
