BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID
DTE ENERGY CO;DTE;01/12/2018;Audit;Major General Joe Robles Jr;Chairman / Financial Expert;;Independent Director;Yes;Major General Joe Robles Jr departed in 31 Dec 2018;9693;Yes;183787
DTE ENERGY CO;DTE;01/12/2018;Audit;Chip McClure Jr;Member;;Independent Director;Yes;Chip McClure Jr joined this role in 02 May 2013;9693;Yes;270123
DTE ENERGY CO;DTE;01/12/2018;Audit;W Fountain Jr;Financial Expert;;Independent Director;Yes;W Fountain Jr joined this role in Jun 2008;9693;Yes;543307
DTE ENERGY CO;DTE;01/12/2018;Audit;Valerie Williams;Financial Expert;;Independent Director;Yes;Valerie Williams departed in 31 Dec 2018;9693;Yes;1804973
EASTMAN CHEMICAL CO;EMN;01/12/2018;Audit;Stephen Demeritt;Member;;Independent Director;Yes;Stephen Demeritt joined this role in 01 May 2014;9940;Yes;36152
EASTMAN CHEMICAL CO;EMN;01/12/2018;Audit;Jim O'Brien;Financial Expert;;Independent Director;Yes;Jim O'Brien joined this role in 04 May 2017;9940;Yes;84192
EASTMAN CHEMICAL CO;EMN;01/12/2018;Audit;Renée Hornbaker;Financial Expert;CFO(1);Independent Director;Yes;Renée Hornbaker joined this role in Feb 2015;9940;Yes;200784
EASTMAN CHEMICAL CO;EMN;01/12/2018;Audit;Renée Hornbaker;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Renée Hornbaker joined this role in Feb 2015;9940;Yes;200784
EASTMAN CHEMICAL CO;EMN;01/12/2018;Audit;Renée Hornbaker;Financial Expert;VP/CFO(2);Independent Director;Yes;Renée Hornbaker joined this role in Feb 2015;9940;Yes;200784
EASTMAN CHEMICAL CO;EMN;01/12/2018;Audit;Gary Anderson;Financial Expert;;Independent Director;Yes;Gary Anderson departed in 03 May 2018;9940;Yes;310418
EASTMAN CHEMICAL CO;EMN;01/12/2018;Audit;Bert Alfonso;Chair/Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Bert Alfonso joined this role in Feb 2015;9940;Yes;533628
EASTMAN CHEMICAL CO;EMN;01/12/2018;Audit;Doctor Kim Mink;Member;;Independent Director;Yes;Doctor Kim Mink joined this role in 01 Jul 2018;9940;Yes;590687
EATON CORP PLC (Eaton Corp prior to 11/2012);ETN;01/12/2018;Audit;Chris Connor;Financial Expert;;Lead Independent Director;Yes;Chris Connor joined this role in 25 Apr 2018;9961;Yes;36501
EATON CORP PLC (Eaton Corp prior to 11/2012);ETN;01/12/2018;Audit;Deborah McCoy;Member;;Independent Director;Outside;Deborah McCoy joined this role in 23 Apr 2014;9961;Yes;57882
EATON CORP PLC (Eaton Corp prior to 11/2012);ETN;01/12/2018;Audit;Gerald Smith;Chairman / Financial Expert;;Independent Director;Yes;Gerald Smith joined this role in 27 Apr 2016;9961;Yes;63432
EATON CORP PLC (Eaton Corp prior to 11/2012);ETN;01/12/2018;Audit;Greg Page;Financial Expert;;Independent Director;Yes;Greg Page departed in 25 Apr 2018;9961;Yes;66557
EATON CORP PLC (Eaton Corp prior to 11/2012);ETN;01/12/2018;Audit;Dorothy Thompson;Financial Expert;;Independent Director;Yes;Dorothy Thompson joined this role in 29 Jul 2016;9961;Yes;322884
EATON CORP PLC (Eaton Corp prior to 11/2012);ETN;01/12/2018;Audit;Doctor Sandy Pianalto;Financial Expert;;Independent Director;Yes;Doctor Sandy Pianalto joined this role in 27 Apr 2016;9961;Yes;994684
EBAY INC;EBAY;01/12/2018;Audit;Fred Anderson Jr;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Outside;Fred Anderson Jr joined this role in Jul 2003;9989;Yes;55417
EBAY INC;EBAY;01/12/2018;Audit;Perry Traquina;Member;;Independent Director;Yes;Perry Traquina joined this role in 17 Jul 2015;9989;Yes;140323
EBAY INC;EBAY;01/12/2018;Audit;Adriane Brown;Member;;Independent Director;Yes;Adriane Brown joined this role in 21 Sep 2017;9989;Yes;485166
ECOLAB INC;ECL;01/12/2018;Audit;Lionel Nowell III;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Lionel Nowell III joined this role in 04 Dec 2018;10036;Yes;33362
ECOLAB INC;ECL;01/12/2018;Audit;Lionel Nowell III;Financial Expert;VP/CFO(1);Independent Director;Yes;Lionel Nowell III joined this role in 04 Dec 2018;10036;Yes;33362
ECOLAB INC;ECL;01/12/2018;Audit;Steve Chazen;Member;Executive VP/CFO(1);Independent Director;Yes;Steve Chazen joined this role in 03 May 2018;10036;Yes;36173
ECOLAB INC;ECL;01/12/2018;Audit;Steve Chazen;Member;Senior Executive VP/CFO(1);Independent Director;Yes;Steve Chazen joined this role in 03 May 2018;10036;Yes;36173
ECOLAB INC;ECL;01/12/2018;Audit;Carl Casale;Financial Expert;;Independent Director;Yes;Carl Casale departed in 02 Aug 2018;10036;Yes;58817
ECOLAB INC;ECL;01/12/2018;Audit;Vicky Reich;Chair/Financial Expert;Finance Manager(1);Independent Director;Yes;Vicky Reich joined this role in 05 May 2016;10036;Yes;204459
ECOLAB INC;ECL;01/12/2018;Audit;Shari Ballard;Member;;Independent Director;Yes;Shari Ballard joined this role in 04 Dec 2018;10036;Yes;457260
ECOLAB INC;ECL;01/12/2018;Audit;Dave MacLennan;Vice Chairman / Financial Expert;CFO(1);Independent Director;Yes;Dave MacLennan joined this role in 04 May 2017;10036;Yes;830427
ECOLAB INC;ECL;01/12/2018;Audit;Major General Zan Vautrinot;Member;;Independent Director;Yes;Major General Zan Vautrinot departed in 03 May 2018;10036;Yes;1331742
ECOLAB INC;ECL;01/12/2018;Audit;Tracy McKibben;Financial Expert;;Independent Director;Yes;Tracy McKibben joined this role in 26 Feb 2015;10036;Yes;1342674
EDISON INTERNATIONAL;EIX;01/12/2018;Audit;Peter Taylor;Chairman / Financial Expert;;Independent Director;Yes;Peter Taylor joined this role in 28 Apr 2016;10130;Yes;70647
EDISON INTERNATIONAL;EIX;01/12/2018;Audit;Louis Hernandez Jr;Financial Expert;CFO(1);Independent Director;Yes;Louis Hernandez Jr departed in 27 Feb 2018;10130;Yes;341747
EDISON INTERNATIONAL;EIX;01/12/2018;Audit;Louis Hernandez Jr;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Louis Hernandez Jr departed in 27 Feb 2018;10130;Yes;341747
EDISON INTERNATIONAL;EIX;01/12/2018;Audit;Louis Hernandez Jr;Financial Expert;VP/CFO(1);Independent Director;Yes;Louis Hernandez Jr departed in 27 Feb 2018;10130;Yes;341747
EDISON INTERNATIONAL;EIX;01/12/2018;Audit;Brian Trent;Financial Expert;;Independent Director;Yes;Brian Trent joined this role in 25 Oct 2018;10130;Yes;456764
EDISON INTERNATIONAL;EIX;01/12/2018;Audit;Vanessa Chang;Financial Expert;;Independent Director;Yes;Vanessa Chang joined this role in 28 Apr 2016;10130;Yes;535489
EDISON INTERNATIONAL;EIX;01/12/2018;Audit;Jim Morris;Financial Expert;;Independent Director;Yes;Jim Morris joined this role in 27 Apr 2017;10130;Yes;592407
EDISON INTERNATIONAL;EIX;01/12/2018;Audit;The Hon. Michael Camuñez;Member;;Independent Director;Yes;The Hon. Michael Camuñez joined this role in 15 Jun 2017;10130;Yes;1638151
EDWARDS LIFESCIENCES CORP;EW;01/12/2018;Audit;Doctor Wesley von Schack;Financial Expert;;Lead Independent Director;Yes;Doctor Wesley von Schack joined this role in 11 Feb 2010;10156;Yes;36710
EDWARDS LIFESCIENCES CORP;EW;01/12/2018;Audit;Leslie Heisz;Chairwoman / Financial Expert;;Independent Director;Yes;Leslie Heisz joined this role in 11 May 2017;10156;Yes;69436
EDWARDS LIFESCIENCES CORP;EW;01/12/2018;Audit;Kieran Gallahue;Financial Expert;;Independent Director;Yes;Kieran Gallahue joined this role in 14 May 2015;10156;Yes;326270
ENTERGY CORP;ETR;01/12/2018;Audit;Philip Frederickson;Financial Expert;;Independent Director;Yes;Philip Frederickson joined this role in 30 Sep 2015;10750;Yes;34435
ENTERGY CORP;ETR;01/12/2018;Audit;Maureen Bateman;Member;;Independent Director;Outside;Maureen Bateman departed in 04 May 2018;10750;Yes;39791
ENTERGY CORP;ETR;01/12/2018;Audit;Karen Puckett;Member;;Independent Director;Yes;Karen Puckett joined this role in 06 May 2016;10750;Yes;60097
ENTERGY CORP;ETR;01/12/2018;Audit;The Hon. Blanche Lincoln;Member;;Independent Director;Yes;The Hon. Blanche Lincoln joined this role in 06 May 2011;10750;Yes;492237
ENTERGY CORP;ETR;01/12/2018;Audit;Pat Condon;Chairman / Financial Expert;;Independent Director;Yes;Pat Condon joined this role in 06 May 2016;10750;Yes;1192754
EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999);EOG;01/12/2018;Audit;Ambassador Frank Wisner II;Member;;Independent Director;Yes;Ambassador Frank Wisner II joined this role in Jan 2000;10844;Yes;32667
EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999);EOG;01/12/2018;Audit;Bob Daniels;Member;;Independent Director;Yes;Bob Daniels joined this role in 01 Mar 2017;10844;Yes;36082
EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999);EOG;01/12/2018;Audit;Don Textor;Financial Expert;;Independent Director;Yes;Don Textor joined this role in Feb 2015;10844;Yes;58611
EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999);EOG;01/12/2018;Audit;Charlie Crisp;Member;;Presiding Independent Director;Yes;Charlie Crisp joined this role in 07 May 2002;10844;Yes;58646
EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999);EOG;01/12/2018;Audit;Jim Day;Member;;Independent Director;Yes;Jim Day joined this role in 29 Jul 2008;10844;Yes;59636
EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999);EOG;01/12/2018;Audit;Cris Gaut;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Cris Gaut joined this role in 01 Oct 2017;10844;Yes;61172
EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999);EOG;01/12/2018;Audit;Janet Clark;Chairwoman / Financial Expert;CFO(1);Independent Director;Yes;Janet Clark joined this role in Feb 2015;10844;Yes;183693
EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999);EOG;01/12/2018;Audit;Janet Clark;Chairwoman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Janet Clark joined this role in Feb 2015;10844;Yes;183693
EQUIFAX INC;EFX;01/12/2018;Audit;John McKinley Jr;Financial Expert;;Independent Director;Yes;John McKinley Jr joined this role in 04 May 2017;10896;Yes;34085
EQUIFAX INC;EFX;01/12/2018;Audit;Scott McGregor;Financial Expert;;Independent Director;Yes;Scott McGregor joined this role in 03 May 2018;10896;Yes;34806
EQUIFAX INC;EFX;01/12/2018;Audit;Mark Templeton;Financial Expert;;Independent Director;Yes;Mark Templeton departed in 12 Nov 2018;10896;Yes;81732
EQUIFAX INC;EFX;01/12/2018;Audit;Bob Daleo;Chairman / Financial Expert;Executive VP/CFO(5);Independent Director;Yes;Bob Daleo departed in 03 May 2018;10896;Yes;337379
EQUIFAX INC;EFX;01/12/2018;Audit;Tom Hough;Chair/Financial Expert;;Independent Director;Yes;Tom Hough joined this role in 03 May 2018;10896;Yes;797222
EQUIFAX INC;EFX;01/12/2018;Audit;Elane Stock;Financial Expert;;Independent Director;Yes;Elane Stock joined this role in 03 May 2018;10896;Yes;1082123
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2018;Audit;Doctor Phil Behrman;Member;;Independent Director;Yes;Doctor Phil Behrman joined this role in 09 Jul 2008;10909;Yes;50731
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2018;Audit;Margaret Dorman;Financial Expert;;Independent Director;Yes;Margaret Dorman departed in 12 Nov 2018;10909;Yes;61787
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2018;Audit;Bill Lambert;Member;;Director - SD;Yes;Bill Lambert joined this role in 12 Nov 2018;10909;Yes;205996
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2018;Audit;Steve Thorington;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Steve Thorington joined this role in 10 May 2011;10909;Yes;370042
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2018;Audit;Ken Burke;Financial Expert;;Independent Director;Yes;Ken Burke departed in 12 Nov 2018;10909;Yes;510329
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2018;Audit;Jerry MacCleary;Member;;Director - SD;Yes;Jerry MacCleary joined this role in 12 Nov 2018;10909;Yes;1198830
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2018;Audit;Linda Bynoe;Financial Expert;;Independent Trustee;Yes;Linda Bynoe joined this role in 13 Jun 2013;10928;Yes;141056
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2018;Audit;Gerald Spector;Financial Expert;;Independent Vice Chairman;Yes;Gerald Spector joined this role in 21 Jun 2012;10928;Yes;141083
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2018;Audit;Connie Duckworth;Member;;Independent Trustee;Yes;Connie Duckworth joined this role in 17 Dec 2015;10928;Yes;333954
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2018;Audit;Steve Sterrett;Financial Expert;Senior Executive VP/CFO(1);Independent Trustee;Yes;Steve Sterrett joined this role in 27 Jan 2015;10928;Yes;456453
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2018;Audit;Jack Neal;Chair/Financial Expert;;Independent Trustee;Yes;Jack Neal joined this role in Mar 2009;10928;Yes;492972
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2018;Audit;Ray Bennett;Member;;Independent Trustee;Yes;Ray Bennett joined this role in 31 Oct 2018;10928;Yes;1077485
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2018;Audit;Joe Sclafani;Member;;Independent Director;Yes;Joe Sclafani joined this role in 10 May 2018;11117;Yes;37066
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2018;Audit;Joe Sclafani;Member;;Independent Director;Yes;Joe Sclafani joined this role in 10 May 2018;11117;Yes;37066
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2018;Audit;Richard Carbone;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Richard Carbone joined this role in 10 May 2018;11117;Yes;39991
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2018;Audit;Richard Carbone;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Richard Carbone joined this role in 10 May 2018;11117;Yes;39991
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2018;Audit;Richard Carbone;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Richard Carbone joined this role in 10 May 2018;11117;Yes;39991
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2018;Audit;Richard Carbone;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Richard Carbone joined this role in 10 May 2018;11117;Yes;39991
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2018;Audit;Donna Weaver;Member;;Independent Director;Outside;Donna Weaver joined this role in 23 Apr 2003;11117;Yes;91522
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2018;Audit;Donna Weaver;Member;;Independent Director;Outside;Donna Weaver joined this role in 23 Apr 2003;11117;Yes;91522
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2018;Audit;Kevin Kabat;Member;;Lead Independent Director;Yes;Kevin Kabat joined this role in 08 Aug 2018;11117;Yes;203640
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2018;Audit;Kevin Kabat;Member;;Lead Independent Director;Yes;Kevin Kabat joined this role in 08 Aug 2018;11117;Yes;203640
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2018;Audit;Fred Kanner;Member;;Independent Director;Yes;Fred Kanner died on 03 Aug 2018;11117;Yes;220986
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2018;Audit;Fred Kanner;Member;;Independent Director;Yes;Fred Kanner died on 03 Aug 2018;11117;Yes;220986
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2018;Audit;James Lam;Member;;Independent Director;Yes;James Lam joined this role in 14 Nov 2012;11117;Yes;1279174
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2018;Audit;James Lam;Member;;Independent Director;Yes;James Lam joined this role in 14 Nov 2012;11117;Yes;1279174
EXELON CORP;EXC;01/12/2018;Audit;Professor Doctor Paul Joskow;Financial Expert;;Independent Director;Yes;Professor Doctor Paul Joskow joined this role in 23 Jul 2007;11376;Yes;12330
EXELON CORP;EXC;01/12/2018;Audit;Laurie Brlas;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Laurie Brlas joined this role in 04 Dec 2018;11376;Yes;183308
EXELON CORP;EXC;01/12/2018;Audit;Steve Steinour;Financial Expert;;Independent Director;Yes;Steve Steinour departed in 01 May 2018;11376;Yes;200105
EXELON CORP;EXC;01/12/2018;Audit;Ann Berzin;Financial Expert;;Independent Director;Yes;Ann Berzin joined this role in 12 Mar 2012;11376;Yes;201750
EXELON CORP;EXC;01/12/2018;Audit;Admiral Rich Mies;Financial Expert;;Independent Director;Yes;Admiral Rich Mies joined this role in 27 Jul 2009;11376;Yes;591947
EXELON CORP;EXC;01/12/2018;Audit;Tony Anderson;Chairman / Financial Expert;;Independent Director;Yes;Tony Anderson joined this role in 21 Oct 2014;11376;Yes;994959
EXPEDITORS INTERNATIONAL OF WASHINGTON INC;EXPD;01/12/2018;Audit;Dan Kourkoumelis;Member;;Independent Director;Yes;Dan Kourkoumelis departed in 08 May 2018;11401;Yes;62777
EXPEDITORS INTERNATIONAL OF WASHINGTON INC;EXPD;01/12/2018;Audit;Alain Monié;Member;;Independent Director;Yes;Alain Monié joined this role in 02 May 2017;11401;Yes;377735
EXPEDITORS INTERNATIONAL OF WASHINGTON INC;EXPD;01/12/2018;Audit;Tay Yoshitani;Member;;Independent Director;Yes;Tay Yoshitani joined this role in 08 May 2018;11401;Yes;764972
EXPEDITORS INTERNATIONAL OF WASHINGTON INC;EXPD;01/12/2018;Audit;Jim DuBois;Member;;Independent Director;Yes;Jim DuBois joined this role in 03 May 2016;11401;Yes;1360492
EXPEDITORS INTERNATIONAL OF WASHINGTON INC;EXPD;01/12/2018;Audit;Richard McCune;Chairman / Financial Expert;;Independent Director;Yes;Richard McCune joined this role in 04 Aug 2014;11401;Yes;1452288
EXPRESS SCRIPTS HOLDING CO (De-listed 12/2018);ESRX;01/12/2018;Audit;Sy Sternberg;Financial Expert;;Independent Director;Yes;Sy Sternberg departed in 20 Dec 2018;11414;Yes;59286
EXPRESS SCRIPTS HOLDING CO (De-listed 12/2018);ESRX;01/12/2018;Audit;Nick LaHowchic;Financial Expert;;Independent Director;Yes;Nick LaHowchic departed in 20 Dec 2018;11414;Yes;59751
EXPRESS SCRIPTS HOLDING CO (De-listed 12/2018);ESRX;01/12/2018;Audit;Frank Mergenthaler;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Frank Mergenthaler departed in 20 Dec 2018;11414;Yes;340830
EXPRESS SCRIPTS HOLDING CO (De-listed 12/2018);ESRX;01/12/2018;Audit;Bill DeLaney III;Financial Expert;CEO/CFO(1);Independent Director;Yes;Bill DeLaney III departed in 20 Dec 2018;11414;Yes;510444
EXPRESS SCRIPTS HOLDING CO (De-listed 12/2018);ESRX;01/12/2018;Audit;Bill DeLaney III;Financial Expert;CFO(1);Independent Director;Yes;Bill DeLaney III departed in 20 Dec 2018;11414;Yes;510444
EXXON MOBIL CORP;XOM;01/12/2018;Audit;Bill Weldon;Financial Expert;;Independent Director;Yes;Bill Weldon joined this role in 31 May 2017;11430;Yes;31226
EXXON MOBIL CORP;XOM;01/12/2018;Audit;Ursula Burns;Chairman / Financial Expert;;Independent Director;Yes;Ursula Burns joined this role in 31 May 2017;11430;Yes;36098
EXXON MOBIL CORP;XOM;01/12/2018;Audit;Doug Oberhelman;Financial Expert;VP/CFO(1);Independent Director;Yes;Doug Oberhelman joined this role in 27 May 2015;11430;Yes;41541
FASTENAL CO;FAST;01/12/2018;Audit;Darren Jackson;Financial Expert;VP/CFO(1);Independent Director;Yes;Darren Jackson joined this role in 22 Apr 2014;11608;Yes;46401
FASTENAL CO;FAST;01/12/2018;Audit;Mike Dolan;Chairman / Financial Expert;;Independent Director;Yes;Mike Dolan joined this role in 14 Jun 2000;11608;Yes;69847
FASTENAL CO;FAST;01/12/2018;Audit;Steve Eastman;Member;;Independent Director;Yes;Steve Eastman joined this role in 13 Jul 2015;11608;Yes;988260
