BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;TenureSince
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2017;Audit;Jim Rohr;Financial Expert;;Independent Director;Yes;Jim Rohr joined this role in 27 Apr 2016;12986;Yes;44006;
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2017;Audit;Jim Rohr;Financial Expert;;Independent Director;Yes;Jim Rohr joined this role in 27 Apr 2016;12986;Yes;44006;
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2017;Audit;Jim Rohr;Financial Expert;;Independent Director;Yes;Jim Rohr joined this role in 27 Apr 2016;12986;Yes;44006;
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2017;Audit;Jim Rohr;Financial Expert;;Independent Director;Yes;Jim Rohr joined this role in 27 Apr 2016;12986;Yes;44006;
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2017;Audit;Sébastien Bazin;Financial Expert;;Independent Director;Yes;Sébastien Bazin departed in 26 Apr 2017;12986;Yes;331870;
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2017;Audit;Sébastien Bazin;Financial Expert;;Independent Director;Yes;Sébastien Bazin departed in 26 Apr 2017;12986;Yes;331870;
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2017;Audit;Sébastien Bazin;Financial Expert;;Independent Director;Yes;Sébastien Bazin departed in 26 Apr 2017;12986;Yes;331870;
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2017;Audit;Sébastien Bazin;Financial Expert;;Independent Director;Yes;Sébastien Bazin departed in 26 Apr 2017;12986;Yes;331870;
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2017;Audit;Sébastien Bazin;Financial Expert;;Independent Director;Yes;Sébastien Bazin departed in 26 Apr 2017;12986;Yes;331870;
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2017;Audit;Sébastien Bazin;Financial Expert;;Independent Director;Yes;Sébastien Bazin departed in 26 Apr 2017;12986;Yes;331870;
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2017;Audit;Sébastien Bazin;Financial Expert;;Independent Director;Yes;Sébastien Bazin departed in 26 Apr 2017;12986;Yes;331870;
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2017;Audit;Sébastien Bazin;Financial Expert;;Independent Director;Yes;Sébastien Bazin departed in 26 Apr 2017;12986;Yes;331870;
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2017;Audit;Geoff Beattie;Financial Expert;;Independent Director;Yes;Geoff Beattie joined this role in 27 Apr 2016;12986;Yes;335274;
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2017;Audit;Geoff Beattie;Financial Expert;;Independent Director;Yes;Geoff Beattie joined this role in 27 Apr 2016;12986;Yes;335274;
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2017;Audit;Geoff Beattie;Financial Expert;;Independent Director;Yes;Geoff Beattie joined this role in 27 Apr 2016;12986;Yes;335274;
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2017;Audit;Geoff Beattie;Financial Expert;;Independent Director;Yes;Geoff Beattie joined this role in 27 Apr 2016;12986;Yes;335274;
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2017;Audit;Geoff Beattie;Financial Expert;;Independent Director;Yes;Geoff Beattie joined this role in 27 Apr 2016;12986;Yes;335274;
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2017;Audit;Geoff Beattie;Financial Expert;;Independent Director;Yes;Geoff Beattie joined this role in 27 Apr 2016;12986;Yes;335274;
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2017;Audit;Geoff Beattie;Financial Expert;;Independent Director;Yes;Geoff Beattie joined this role in 27 Apr 2016;12986;Yes;335274;
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2017;Audit;Geoff Beattie;Financial Expert;;Independent Director;Yes;Geoff Beattie joined this role in 27 Apr 2016;12986;Yes;335274;
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2017;Audit;Doctor Peter Henry;Member;;Independent Director;Yes;Doctor Peter Henry joined this role in Jul 2016;12986;Yes;1113391;
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2017;Audit;Doctor Peter Henry;Member;;Independent Director;Yes;Doctor Peter Henry joined this role in Jul 2016;12986;Yes;1113391;
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2017;Audit;Doctor Peter Henry;Member;;Independent Director;Yes;Doctor Peter Henry joined this role in Jul 2016;12986;Yes;1113391;
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2017;Audit;Doctor Peter Henry;Member;;Independent Director;Yes;Doctor Peter Henry joined this role in Jul 2016;12986;Yes;1113391;
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2017;Audit;Doctor Peter Henry;Member;;Independent Director;Yes;Doctor Peter Henry joined this role in Jul 2016;12986;Yes;1113391;
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2017;Audit;Doctor Peter Henry;Member;;Independent Director;Yes;Doctor Peter Henry joined this role in Jul 2016;12986;Yes;1113391;
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2017;Audit;Doctor Peter Henry;Member;;Independent Director;Yes;Doctor Peter Henry joined this role in Jul 2016;12986;Yes;1113391;
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2017;Audit;Doctor Peter Henry;Member;;Independent Director;Yes;Doctor Peter Henry joined this role in Jul 2016;12986;Yes;1113391;
GENUINE PARTS CO;GPC;01/12/2017;Audit;Gary Fayard;Financial Expert;CFO(1);Independent Director;Yes;Gary Fayard joined this role in 28 Apr 2014;13110;Yes;32553;
GENUINE PARTS CO;GPC;01/12/2017;Audit;Gary Fayard;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Gary Fayard joined this role in 28 Apr 2014;13110;Yes;32553;
GENUINE PARTS CO;GPC;01/12/2017;Audit;E Wood III;Financial Expert;;Independent Director;Yes;E Wood III joined this role in 18 Aug 2014;13110;Yes;44731;
GENUINE PARTS CO;GPC;01/12/2017;Audit;Doctor Mary Bullock;Member;;Independent Director;Yes;Doctor Mary Bullock departed in 24 Apr 2017;13110;Yes;55017;
GENUINE PARTS CO;GPC;01/12/2017;Audit;Betsy Camp;Financial Expert;;Independent Director;Yes;Betsy Camp joined this role in 17 Aug 2015;13110;Yes;106619;
GENUINE PARTS CO;GPC;01/12/2017;Audit;Wendy Needham;Chairwoman / Financial Expert;;Independent Director;Yes;Wendy Needham joined this role in 20 Apr 2009;13110;Yes;183701;
GENUINE PARTS CO;GPC;01/12/2017;Audit;Robin Loudermilk Jr;Member;;Independent Director;Yes;Robin Loudermilk Jr joined this role in 16 Aug 2010;13110;Yes;331487;
GENUINE PARTS CO;GPC;01/12/2017;Audit;Donna Hyland;Financial Expert;CFO(1);Independent Director;Yes;Donna Hyland joined this role in 16 Nov 2015;13110;Yes;885245;
GILEAD SCIENCES INC;GILD;01/12/2017;Audit;John Madigan;Financial Expert;VP/CFO(1);Independent Director;Yes;John Madigan departed in 10 May 2017;13273;Yes;33845;
GILEAD SCIENCES INC;GILD;01/12/2017;Audit;Nick Moore;Chairman / Financial Expert;;Independent Director;Yes;Nick Moore joined this role in Jan 2005;13273;Yes;59856;
GILEAD SCIENCES INC;GILD;01/12/2017;Audit;Doctor John Cogan;Member;;Lead Independent Director;Yes;Doctor John Cogan joined this role in 27 Jul 2005;13273;Yes;340111;
GILEAD SCIENCES INC;GILD;01/12/2017;Audit;Kevin Lofton;Member;;Independent Director;Yes;Kevin Lofton joined this role in 12 May 2011;13273;Yes;1008936;
GILEAD SCIENCES INC;GILD;01/12/2017;Audit;Kelly Kramer;Financial Expert;CFO(3);Independent Director;Yes;Kelly Kramer joined this role in 19 Aug 2016;13273;Yes;1339963;
GILEAD SCIENCES INC;GILD;01/12/2017;Audit;Kelly Kramer;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Kelly Kramer joined this role in 19 Aug 2016;13273;Yes;1339963;
GOLDMAN SACHS GROUP INC;GS;01/12/2017;Audit;Mark Tucker;Member;GFD(1);Independent Director;Yes;Mark Tucker departed in 28 Apr 2017;13564;Yes;11780;
GOLDMAN SACHS GROUP INC;GS;01/12/2017;Audit;Peter Oppenheimer;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Peter Oppenheimer joined this role in 05 Mar 2015;13564;Yes;56062;
GOLDMAN SACHS GROUP INC;GS;01/12/2017;Audit;Mark Winkelman;Member;;Independent Director;Yes;Mark Winkelman joined this role in 18 Dec 2014;13564;Yes;92577;
GOLDMAN SACHS GROUP INC;GS;01/12/2017;Audit;Mark Flaherty;Member;;Independent Director;Yes;Mark Flaherty joined this role in 18 Dec 2014;13564;Yes;1488210;
GOODYEAR TIRE & RUBBER CO;GT;01/12/2017;Audit;Laurette Koellner;Financial Expert;;Independent Director;Yes;Laurette Koellner joined this role in 15 Apr 2015;13610;Yes;34700;
GOODYEAR TIRE & RUBBER CO;GT;01/12/2017;Audit;Jim Firestone;Member;;Independent Director;Yes;Jim Firestone joined this role in 03 Dec 2007;13610;Yes;51992;
GOODYEAR TIRE & RUBBER CO;GT;01/12/2017;Audit;Peter Hellman;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Peter Hellman joined this role in 12 Apr 2011;13610;Yes;52297;
GOODYEAR TIRE & RUBBER CO;GT;01/12/2017;Audit;Werner Geissler;Member;;Independent Director;Yes;Werner Geissler joined this role in 11 Apr 2011;13610;Yes;549233;
GOODYEAR TIRE & RUBBER CO;GT;01/12/2017;Audit;Mike Morell;Member;;Independent Director;Yes;Mike Morell joined this role in 10 Apr 2017;13610;Yes;1365130;
WW GRAINGER INC;GWW;01/12/2017;Audit;Brian Anderson;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Brian Anderson joined this role in 27 Apr 2011;13725;Yes;39091;
WW GRAINGER INC;GWW;01/12/2017;Audit;V Hailey;Financial Expert;CFO(1);Independent Director;Yes;V Hailey joined this role in 30 Apr 2014;13725;Yes;53406;
WW GRAINGER INC;GWW;01/12/2017;Audit;V Hailey;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;V Hailey joined this role in 30 Apr 2014;13725;Yes;53406;
WW GRAINGER INC;GWW;01/12/2017;Audit;Neil Novich;Financial Expert;;Independent Director;Yes;Neil Novich joined this role in 30 Apr 2014;13725;Yes;58772;
WW GRAINGER INC;GWW;01/12/2017;Audit;Ernest Santi;Chairman / Financial Expert;;Independent Director;Yes;Ernest Santi joined this role in 30 Apr 2014;13725;Yes;534201;
WW GRAINGER INC;GWW;01/12/2017;Audit;Lucas Watson;Member;;Independent Director;Yes;Lucas Watson joined this role in 12 Dec 2017;13725;Yes;1746161;
HALLIBURTON CO;HAL;01/12/2017;Audit;Doctor Nance Dicciani;Financial Expert;;Independent Director;Yes;Doctor Nance Dicciani joined this role in 19 May 2010;14212;Yes;36862;
HALLIBURTON CO;HAL;01/12/2017;Audit;Alan Bennett;Chair/Financial Expert;CFO(1);Independent Director;Yes;Alan Bennett joined this role in 21 May 2008;14212;Yes;50466;
HALLIBURTON CO;HAL;01/12/2017;Audit;Murry Gerber;Financial Expert;;Independent Director;Yes;Murry Gerber joined this role in 16 Feb 2012;14212;Yes;81677;
HALLIBURTON CO;HAL;01/12/2017;Audit;Jim Boyd;Financial Expert;;Independent Director;Yes;Jim Boyd joined this role in 19 May 2010;14212;Yes;181606;
HALLIBURTON CO;HAL;01/12/2017;Audit;José Grubisich Filho;Financial Expert;;Independent Director;Yes;José Grubisich Filho joined this role in 15 May 2013;14212;Yes;599481;
MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011);MNST;01/12/2017;Audit;Gary Fayard;Financial Expert;CFO(1);Independent Director;Yes;Gary Fayard joined this role in Feb 2016;14301;Yes;32553;
MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011);MNST;01/12/2017;Audit;Gary Fayard;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Gary Fayard joined this role in Feb 2016;14301;Yes;32553;
MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011);MNST;01/12/2017;Audit;Norman Epstein;Member;;Independent Director;Outside;Norman Epstein joined this role in 27 Feb 2015;14301;Yes;343715;
MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011);MNST;01/12/2017;Audit;Rob Selati;Chairman / Financial Expert;;Independent Director;Yes;Rob Selati joined this role in 27 Feb 2015;14301;Yes;343719;
MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011);MNST;01/12/2017;Audit;Harold Taber Jr;Member;;Independent Director;Inside;Harold Taber Jr joined this role in Apr 2000;14301;Yes;343725;
HARTFORD FINANCIAL SERVICES GROUP INC;HIG;01/12/2017;Audit;Charlie Strauss;Financial Expert;;Independent Director;Yes;Charlie Strauss joined this role in 27 May 2009;14372;Yes;12562;
HARTFORD FINANCIAL SERVICES GROUP INC;HIG;01/12/2017;Audit;Mike Morris;Financial Expert;;Independent Director;Yes;Mike Morris joined this role in 27 May 2009;14372;Yes;87257;
HARTFORD FINANCIAL SERVICES GROUP INC;HIG;01/12/2017;Audit;A Woodring;Member;;Independent Director;Yes;A Woodring joined this role in 20 Dec 2017;14372;Yes;140060;
HARTFORD FINANCIAL SERVICES GROUP INC;HIG;01/12/2017;Audit;Julie Richardson;Chairwoman / Financial Expert;;Independent Director;Yes;Julie Richardson joined this role in 18 May 2016;14372;Yes;621106;
HARTFORD FINANCIAL SERVICES GROUP INC;HIG;01/12/2017;Audit;Kathy Mikells;Financial Expert;CFO(3);Independent Director;Yes;Kathy Mikells joined this role in 20 May 2015;14372;Yes;647035;
HARTFORD FINANCIAL SERVICES GROUP INC;HIG;01/12/2017;Audit;Kathy Mikells;Financial Expert;Executive VP/CFO(4);Independent Director;Yes;Kathy Mikells joined this role in 20 May 2015;14372;Yes;647035;
HARTFORD FINANCIAL SERVICES GROUP INC;HIG;01/12/2017;Audit;Robert Allardice III;Financial Expert;;Independent Director;Yes;Robert Allardice III joined this role in 18 May 2016;14372;Yes;740361;
HASBRO INC;HAS;01/12/2017;Audit;Alan Batkin;Member;;Independent Director;Yes;Alan Batkin departed in 18 May 2017;14399;Yes;68812;
HASBRO INC;HAS;01/12/2017;Audit;Tracy Leinbach;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Tracy Leinbach joined this role in 18 May 2017;14399;Yes;204812;
HASBRO INC;HAS;01/12/2017;Audit;Lisa Gersh;Financial Expert;;Independent Director;Yes;Lisa Gersh joined this role in 18 May 2017;14399;Yes;507711;
HASBRO INC;HAS;01/12/2017;Audit;Hope Cochran;Chairman / Financial Expert;CFO(6);Independent Director;Yes;Hope Cochran joined this role in 18 May 2017;14399;Yes;550946;
HASBRO INC;HAS;01/12/2017;Audit;Michael Burns;Member;;Independent Director;Yes;Michael Burns departed in 18 May 2017;14399;Yes;594304;
HASBRO INC;HAS;01/12/2017;Audit;Linda Higgins;Financial Expert;;Independent Director;Yes;Linda Higgins joined this role in 18 May 2017;14399;Yes;1050059;
HASBRO INC;HAS;01/12/2017;Audit;Rich Stoddart;Financial Expert;;Independent Director;Yes;Rich Stoddart joined this role in 18 May 2017;14399;Yes;1202069;
HERSHEY CO (THE);HSY;01/12/2017;Audit;David Shedlarz;Chairman / Financial Expert;CFO(1);Independent Director;Yes;David Shedlarz joined this role in 03 May 2017;14714;Yes;31615;
HERSHEY CO (THE);HSY;01/12/2017;Audit;David Shedlarz;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;David Shedlarz joined this role in 03 May 2017;14714;Yes;31615;
HERSHEY CO (THE);HSY;01/12/2017;Audit;Chuck Davis;Ex-Officio;;Lead Independent Director;Yes;Chuck Davis joined this role in 03 May 2017;14714;Yes;35107;
HERSHEY CO (THE);HSY;01/12/2017;Audit;Jim Brown;Member;;Independent Director;Yes;Jim Brown joined this role in 03 May 2017;14714;Yes;348521;
HERSHEY CO (THE);HSY;01/12/2017;Audit;Tony Palmer;Financial Expert;;Independent Director;Yes;Tony Palmer joined this role in 03 May 2017;14714;Yes;441485;
HERSHEY CO (THE);HSY;01/12/2017;Audit;Doctor Jim Nevels;Financial Expert;;Lead Independent Director;Yes;Doctor Jim Nevels departed in 03 May 2017;14714;Yes;449699;
HERSHEY CO (THE);HSY;01/12/2017;Audit;Wendy Schoppert;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Wendy Schoppert joined this role in 05 Dec 2017;14714;Yes;533644;
HERSHEY CO (THE);HSY;01/12/2017;Audit;Pam Arway;Member;;Independent Director;Yes;Pam Arway joined this role in 04 May 2010;14714;Yes;890094;
HERSHEY CO (THE);HSY;01/12/2017;Audit;Jim Mead;Financial Expert;;Independent Director;Yes;Jim Mead joined this role in 28 Apr 2011;14714;Yes;1112428;
HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000);HON;01/12/2017;Audit;D Davis;Financial Expert;CEO/CFO(1);Independent Director;Yes;D Davis joined this role in 27 Apr 2015;15029;Yes;33529;
HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000);HON;01/12/2017;Audit;Kevin Burke;Member;;Independent Director;Yes;Kevin Burke joined this role in 06 Jan 2010;15029;Yes;35515;
HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000);HON;01/12/2017;Audit;Ambassador Linnet Deily;Member;;Independent Director;Yes;Ambassador Linnet Deily joined this role in 25 Apr 2011;15029;Yes;45081;
HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000);HON;01/12/2017;Audit;George Paz;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;George Paz joined this role in 25 Apr 2011;15029;Yes;59681;
HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000);HON;01/12/2017;Audit;Robin Washington;Financial Expert;CFO(3);Independent Director;Yes;Robin Washington joined this role in 27 Apr 2015;15029;Yes;350077;
HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000);HON;01/12/2017;Audit;Robin Washington;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Robin Washington joined this role in 27 Apr 2015;15029;Yes;350077;
HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000);HON;01/12/2017;Audit;The Hon. Judd Gregg;Member;;Independent Director;Yes;The Hon. Judd Gregg joined this role in 25 Apr 2011;15029;Yes;490301;
HOST HOTELS & RESORTS INC;HST;01/12/2017;Audit;Jay Morse Jr;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Jay Morse Jr joined this role in 19 May 2005;15093;Yes;53396;
HOST HOTELS & RESORTS INC;HST;01/12/2017;Audit;Sandeep Mathrani;Member;;Independent Director;Yes;Sandeep Mathrani joined this role in 12 Jul 2016;15093;Yes;220121;
HOST HOTELS & RESORTS INC;HST;01/12/2017;Audit;Walt Rakowich;Financial Expert;MD/CFO(2);Lead Independent Director;Yes;Walt Rakowich joined this role in 01 Mar 2012;15093;Yes;326751;
HOST HOTELS & RESORTS INC;HST;01/12/2017;Audit;Bill Stein;Financial Expert;CEO/CFO(2);Independent Director;Yes;Bill Stein joined this role in 18 Jul 2017;15093;Yes;374955;
HOST HOTELS & RESORTS INC;HST;01/12/2017;Audit;Bill Stein;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Bill Stein joined this role in 18 Jul 2017;15093;Yes;374955;
HUMANA INC;HUM;01/12/2017;Audit;Doctor Marissa Peterson;Member;;Independent Director;Yes;Doctor Marissa Peterson joined this role in 20 Apr 2017;15207;Yes;35655;
HUMANA INC;HUM;01/12/2017;Audit;Bill McDonald;Member;;Independent Director;Yes;Bill McDonald joined this role in 20 Apr 2017;15207;Yes;49136;
HUMANA INC;HUM;01/12/2017;Audit;Frank D'Amelio;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Outside;Frank D'Amelio joined this role in 26 Apr 2005;15207;Yes;53886;
HUMANA INC;HUM;01/12/2017;Audit;Jim O'Brien;Financial Expert;;Independent Director;Yes;Jim O'Brien joined this role in 26 Apr 2007;15207;Yes;84192;
HUMANA INC;HUM;01/12/2017;Audit;Bill Mitchell;Financial Expert;;Independent Director;Yes;Bill Mitchell departed in 2017;15207;Yes;103277;
HUMANA INC;HUM;01/12/2017;Audit;Doctor David Nash;Member;;Independent Director;Yes;Doctor David Nash departed in 2017;15207;Yes;440401;
HUNTINGTON BANCSHARES INC;HBAN;01/12/2017;Audit;Rick Neu;Chairman / Financial Expert;Executive VP/CFO(3);Independent Director;Yes;Rick Neu joined this role in 18 Apr 2013;15235;Yes;52952;
HUNTINGTON BANCSHARES INC;HBAN;01/12/2017;Audit;Tanny Crane;Financial Expert;;Independent Director;Yes;Tanny Crane joined this role in 20 Oct 2010;15235;Yes;183837;
HUNTINGTON BANCSHARES INC;HBAN;01/12/2017;Audit;Gina France;Financial Expert;;Independent Director;Yes;Gina France joined this role in 20 Sep 2016;15235;Yes;310149;
HUNTINGTON BANCSHARES INC;HBAN;01/12/2017;Audit;Eddie Munson;Financial Expert;;Independent Director;Yes;Eddie Munson joined this role in 16 Jul 2014;15235;Yes;555406;
ILLINOIS TOOL WORKS INC (ITW);ITW;01/12/2017;Audit;Rick Lenny;Member;;Independent Director;Yes;Rick Lenny joined this role in 08 Aug 2014;15580;Yes;36118;
ILLINOIS TOOL WORKS INC (ITW);ITW;01/12/2017;Audit;Pam Strobel;Chairwoman;;Independent Director;Yes;Pam Strobel joined this role in 03 May 2013;15580;Yes;36308;
ILLINOIS TOOL WORKS INC (ITW);ITW;01/12/2017;Audit;Anré Williams;Member;;Independent Director;Yes;Anré Williams departed in 05 May 2017;15580;Yes;310252;
